category,subcategory,subcategory_url,name,websites,phones,address,zipcode,emails,description
"Behavioral & Mental Health","General Counseling Services","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=RP-1400.2500&cid=38542","Hispanic Community Counseling Services information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=HispanicCommunityCounselingServices_1147_12_0,http://www.hccsphila.org","(215) 739-7599  ","3221 Keinsington Ave  Philadelphia , PA  19134 ","19134","postmaster@hccsphila.org ","Hispanic Community Counseling Services information provided by: the Pennsylvania Prison Society Provides mental health services for the Latin community of Northern Philadelphia. "
"Behavioral & Mental Health","General Counseling Services","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=RP-1400.2500&cid=38542","Community Behavioral Health information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=CommunityBehavioralHealth_1147_12_0,http://dbhids.org/community-behavioral-health/","(215) 413-3100 ,(888) 545-2600 ","801 Market St., 7th Fl.  Philadelphia , PA  19107 ","19107","","Community Behavioral Health information provided by: the Pennsylvania Prison Society Serving Philadelphia's uninsured, underinsured, and Medicaid-eligible patients. "
"Behavioral & Mental Health","General Counseling Services","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=RP-1400.2500&cid=38542","Citizens Acting Together Can Help, Inc. information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=CitizensActingTogetherCanHelpInc_1147_12_0,http://www.catchinc.com/homepage.htm","(215) 735-7436  ","1409 Lombard Street  Philadelphia , PA  19146 ","19146","","Citizens Acting Together Can Help, Inc. information provided by: the Pennsylvania Prison Society Provides mental health, intellectual disabilities, and emergency residential services for the population of Philadelphia. "
"Behavioral & Mental Health","General Counseling Services","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=RP-1400.2500&cid=38542","Intercultural Family Services information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=InterculturalFamilyServices_1147_12_0,http://www.ifsinc.org","(215) 386-1298 ","4225 Chestnut St.  Philadelphia , PA  19104 ","19104","ifsi@ifsinc.org ","Intercultural Family Services information provided by: the Pennsylvania Prison Society Intercultural Family Services, Inc. (Intercultural) is an independent non-profit 501 (c)(3) human services agency founded in 1979. Since this time we have been committed to serving the needs of children and families in the Greater Philadelphia area. Through a broad array of culturally competent, collaborative, family-centered programs, we empower the people we serve with the ability to meet the challenges of everyday life and to build a firm foundation for a bright future. We look forward to forging stronger, more creative, and new partnerships in the public and private sectors. "
"Behavioral & Mental Health","Adolescent/Youth Counseling","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=RP-1400.8000-050&cid=38542","Juniata Community Mental Health information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=JuniataCommunityMentalHealth_1147_12_0","(215) 291-0804 ","2254 N 3rd St.  Philadelphia , PA  19124 ","19124","","Juniata Community Mental Health information provided by: the Pennsylvania Prison Society Offers mental health outpatient services "
"Behavioral & Mental Health","Adolescent/Youth Counseling","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=RP-1400.8000-050&cid=38542","Maranatha Baptist Church information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=MaranathaBaptistChurch_1147_12_0","(215) 338-9535  ","4525 Comly St  Philadelphia , PA  19135 ","19135","","Maranatha Baptist Church information provided by: the Pennsylvania Prison Society Provides counseling services. "
"Behavioral & Mental Health","General Counseling Services","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=RP-1400.2500&cid=38542","Jewish Family and Children's Services: North Broad Street information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=JewishFamilyandChildrensServicesNorthBroadStreet_1147_12_0,http://www.jfcsphilly.org/","(267) 2560-2200 ","Progress Plaza, 1501 N Broad St., #14  Philadelphia , PA  19122 ","19122","","Jewish Family and Children's Services: North Broad Street information provided by: the Pennsylvania Prison Society Provides a variety of mental health Services including substance abuse counseling, prevention programming in a peer group setting and more. "
"Behavioral & Mental Health","General Counseling Services","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=RP-1400.2500&cid=38542","JFK Community MH/MR Center information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=JFKCommunityMHMRCenter_1147_12_0,http://www.jfkbhc.org/","(215) 568-0860 3342 ","112 North Broad Street  Philadelphia , PA  19102 ","19102","jwilliamson@jfkbhc.org ","JFK Community MH/MR Center information provided by: the Pennsylvania Prison Society Provides high quality services to residents of Philadelphia who need behavioral health treatment. JFK provides a safe, caring therapeutic atmosphere for clients. We offer services to adults, children, and their families. "
"Behavioral & Mental Health","Adolescent/Youth Counseling","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=RP-1400.8000-050&cid=38542","Pan American Mental Health Clinic information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=PanAmericanMentalHealthClinic_1147_12_0","(215) 457-1620  ","4519 N. 5th Street  Philadelphia , PA  19140 ","19140","","Pan American Mental Health Clinic information provided by: the Pennsylvania Prison Society Pan American Behavioral Health Center provides behavioral health services to the Bucks County community. We offer bilingual psychotherapists fluent in Spanish and English. Services offered by Pan American include: Psychiatric Evaluation, Individual and Family Psychotherapy, Dual Diagnosis, Patient Education (on base pathology), Medical orientation in reference to psychotropic medicines Psychotherapy and Counseling Services for adolescents, adults and children Psychiatric Services "
"Behavioral & Mental Health","General Counseling Services","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=RP-1400.2500&cid=38542","MINSEC Outpatiant Services information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=MINSECOutpatiantServices_1147_12_0","(215) 744-9601 ","1331 East Wyoming Avenue Philadelphia , PA  19124 ","19124","abrown@minsec.us ","MINSEC Outpatiant Services information provided by: the Pennsylvania Prison Society Provides general medical care at the Parkview Hospital Campus"
"Behavioral & Mental Health","Adolescent/Youth Counseling","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=RP-1400.8000-050&cid=38542","Philadelphia Mental Health Clinic information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=PhiladelphiaMentalHealthClinic_1147_12_0,http://www.pmhccares.org/","(215) 735-9379 ","1235 Pine St.  Philadelphia , PA  19102 ","19102","","Philadelphia Mental Health Clinic information provided by: the Pennsylvania Prison Society Offers outpatient mental health and counseling services. "
"Behavioral & Mental Health","Peer Counseling","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=RF-6500&cid=38542","Mental Health Association of SE PA: Peer ACTION information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=MentalHealthAssociationofSEPAPeerACTION_1147_12_0,http://www.mhasp.org/","(267) 507-3814 ","1211 Chestnut Street, 11th Floor  Philadelphia , PA  19107 ","19107","","Mental Health Association of SE PA: Peer ACTION information provided by: the Pennsylvania Prison Society MHASP offers over thirty-five services and programs in the ?five county? region of southeastern Pennsylvania: Bucks, Chester, Delaware, Montgomery and Philadelphia counties. Many of the services are delivered by people in recovery with a mental health diagnosis, based on the principle that self-help and mutual support are empowering and that the best helpers for those in need are often those who have experienced similar challenges. Our recovery based practices and programs offer a model of service delivery that emphasizes peer support demonstrating that recovery from mental illness and/or addiction is possible. All of our services are designed to empower people with mental health diagnosis and their families to become practitioners of self-directed care. "
"Behavioral & Mental Health","Adolescent/Youth Counseling","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=RP-1400.8000-050&cid=38542","Conewago information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=Conewago_1147_12_0,http://www.firetree.com/da-conewago-place-inpatient.asp","(717) 533-0428  ","424 Nye Road  Hummelstown , PA  17036 ","17036","conewagopl@firetree.com ","Conewago information provided by: the Pennsylvania Prison Society Provides mental health services for men and women. "
"Behavioral & Mental Health","Adolescent/Youth Counseling","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=RP-1400.8000-050&cid=38542","Children's Service, Inc. information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=ChildrensServiceInc_1147_12_0,http://www.csichild.org/","(215) 546-3503 ","1315 Walnut St.  Philadelphia , PA  19107 ","19107","info@csichild.org ","Children's Service, Inc. information provided by: the Pennsylvania Prison Society Offers Outpatient mental/behavioral health rehabilitation services. "
"Behavioral & Mental Health","Adolescent/Youth Counseling","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=RP-1400.8000-050&cid=38542","Public Health Management Corporation: Bridge Intensive Prevention Services (BIPS) information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=PublicHealthManagementCorporationBridgeIntensivePreventionServicesBIPS_1147_12_0,http://www.phmc.org/site/index.php?option=com_content&view=article&id=629:helping-philadelphia-students-stay-on-track&catid=65:public-health-directions-summerfall-2011&Itemid=1628","(267) 350-7636 ","4115 Lancaster Avenue  Philadelphia , PA  19104 ","19104","swood@phmc.org ","Public Health Management Corporation: Bridge Intensive Prevention Services (BIPS) information provided by: the Pennsylvania Prison Society The Bridge offers home-based case management services for youth struggling with truancy and academic problems, including individual and family counseling and resources. "
